currentLocation,count
POINT (-3791.9694351557373 6381.722671063919),3
POINT (-3792.9095310503744 5566.940256668241),2
POINT (-3792.919330049998 6353.262543526504),1
POINT (-3793.1881113099807 5569.763603116038),1
POINT (-3793.367833977486 6382.262346732996),2
POINT (-3793.6079767094525 6376.125255401594),1
POINT (-3793.6920065901336 5773.744560031377),5
POINT (-3793.7570276227525 6367.32187958171),1
POINT (-3793.874396395749 6352.962139157724),3
POINT (-3794.2165161434564 6366.746738203269),6
POINT (-3794.247501996507 5925.816841997316),9
POINT (-3794.3695548952915 6371.996177526388),1
POINT (-3794.5460339774795 6360.86540705053),4
POINT (-3794.808337536782 5103.30144711424),2
POINT (-3794.8445326652495 5762.641663843371),1
POINT (-3794.862798937306 5098.184882045184),4
POINT (-3794.8904088933446 5762.199713757351),2
POINT (-3795.081612922851 6381.2481945798145),1
POINT (-3795.123489648108 6353.563432547815),2
POINT (-3795.291385838093 5057.9197999039325),1
POINT (-3795.3312923253447 5054.17064661852),1
POINT (-3795.5053087039278 6373.284735309905),1
POINT (-3795.625723991267 6353.538505793293),3
POINT (-3795.629592107792 6362.832335395614),2
POINT (-3795.812180768603 6358.738130299985),2
POINT (-3795.907921900529 6365.1549314746535),2
POINT (-3796.090858430161 6358.911109102296),2
POINT (-3796.1198513891923 6330.793189700022),2
POINT (-3796.1198513891923 6367.922072582076),14
POINT (-3796.1727780353326 6378.31307348539),1
POINT (-3796.1780737734707 5749.794953641581),1
POINT (-3796.3451635243814 6323.834099789594),8
POINT (-3796.458118202527 6353.487460677376),1
POINT (-3796.5542025595914 6353.39540049193),1
POINT (-3796.798790602976 6380.794684011305),2
POINT (-3797.0778541561594 6584.338961708849),2
POINT (-3797.2552354396075 5739.418082857449),2
POINT (-3797.507149834553 6360.023935259347),4
POINT (-3797.5386434982943 6370.752055378821),1
POINT (-3797.5727987683113 6361.14146252362),1
POINT (-3797.773142094678 5616.822984149392),1
POINT (-3797.790964882198 5617.767283707216),1
POINT (-3798.032437270009 6360.966498579204),1
POINT (-3798.107165986249 6366.228142904212),1
POINT (-3798.167786900587 5637.7323349063),1
POINT (-3798.231244818216 6380.702496592981),1
POINT (-3798.471754799339 6378.07776475775),4
POINT (-3798.4935649767963 5654.992939790418),1
POINT (-3799.0096330631673 5722.517038180511),1
POINT (-3799.015282694498 5682.634957605389),1
POINT (-3799.043960058668 6377.338503915468),1
POINT (-3799.1844555744938 6358.451028057613),1
POINT (-3799.269014466238 6364.978598592873),1
POINT (-3799.2817689438725 6382.722893913922),7
POINT (-3799.2893205999526 6356.640313601971),1
POINT (-3799.337592930323 5699.711826912906),2
POINT (-3799.394443810456 6371.269036559689),3
POINT (-3800.791666417615 6371.303084504356),1
POINT (-3800.9030455592947 6357.640156146249),3
POINT (-3801.1401833720106 6372.438730869454),2
POINT (-3801.6112097485316 6380.857160016462),3
POINT (-3801.713528097826 6366.5559750155635),2
POINT (-3801.7284247528473 6380.762505364361),5
POINT (-3802.088265610362 6381.633769952091),6
POINT (-3802.111995739314 6355.95958489323),1
POINT (-3802.2530207137684 6361.139399604294),2
POINT (-3802.3080455354316 6361.310094889983),2
POINT (-3802.630404562404 6359.272231709723),4
POINT (-3802.6762444202514 6360.992626875377),4
POINT (-3802.7958326943913 6361.403166980218),2
POINT (-3802.796709409165 6354.202201481447),1
POINT (-3803.412192152524 6365.6160668670655),2
POINT (-3803.485264192334 6371.386425716969),1
POINT (-3803.854018349055 5034.457382815626),1
POINT (-3803.879052103536 6354.830609805381),1
POINT (-3804.4420025323034 6372.968302081114),1
POINT (-3805.2804615046884 6381.908641398406),2
POINT (-3805.4262146880037 6358.675506229258),1
POINT (-3806.220034381055 6377.753191591986),6
POINT (-3806.3055594330344 6366.613587669368),1
POINT (-3806.786611757854 6364.539291957799),4
POINT (-3807.0620821357434 6379.4805531590455),2
POINT (-3807.1761705288513 6363.787960917552),3
POINT (-3807.1840695056044 6367.410269419171),1
POINT (-3807.431489816998 5935.374605276695),6
POINT (-3807.5455421348424 6329.793845200332),12
POINT (-3807.5455421348424 6366.922728082386),2
POINT (-3807.5752021978424 5758.558100408462),12
POINT (-3807.6133105923977 6021.561297471683),1
POINT (-3807.7119959020315 6357.077723466224),3
POINT (-3808.256201869782 6322.171114418166),11
POINT (-3808.256201869782 6359.299997300221),2
POINT (-3808.263709608875 6377.946627874388),6
POINT (-3809.2079569308758 6356.973318539153),1
POINT (-3809.219788814792 6363.102410880248),9
POINT (-3809.3896194796953 6368.492570103607),1
POINT (-3809.5659330408735 5737.252974828851),10
POINT (-3809.640635863275 5919.434822113242),7
POINT (-3809.6939980522884 6360.182415738529),1
POINT (-3809.7146119668646 6366.576657184048),1
POINT (-3809.758942975251 6363.093739877507),1
POINT (-381.97758001224605 4192.367000423337),6
POINT (-3810.0472293382522 6369.376424136294),1
POINT (-3810.1972606460035 5034.1137189385145),1
POINT (-3810.780281512868 6377.308938716672),3
POINT (-3810.787001005746 6361.374224517565),3
POINT (-3810.9893163516267 6358.418212837844),2
POINT (-3810.989339988061 6373.237837542406),4
POINT (-3811.2688719233606 5764.801370645244),9
POINT (-3812.576585185393 5616.845096733175),1
POINT (-3813.2913987997836 5750.038441232494),1
POINT (-3813.702782919816 5775.299282081943),11
POINT (-3813.9991785224597 5145.444503726515),4
POINT (-3814.5668194489326 7170.80049873698),56
POINT (-3818.1356348708214 5759.809309675133),17
POINT (-382.27844858526595 5252.606013598034),38
POINT (-382.9604832146591 1674.1342220884114),3
POINT (-3820.2730194635164 5794.6908318816895),16
POINT (-3822.9999694163034 5795.697485231623),9
POINT (-3823.112494485351 5757.006432592178),8
POINT (-3824.3477179394426 5745.904329567969),13
POINT (-3825.1177085605486 5789.637592830867),6
POINT (-3825.2691593577006 5762.324042461312),6
POINT (-3825.343017772006 6361.889320431363),9
POINT (-3826.0622286226526 6382.624767689634),13
POINT (-3827.2457522625414 5494.96128560201),7
POINT (-3827.296867237016 5134.0296984569895),7
POINT (-3829.3600564558274 5131.5497467723435),9
POINT (-3829.6416522058457 5807.499331301993),7
POINT (-3830.1251663257863 5503.804391877705),11
POINT (-3833.486258970164 5506.669709232873),13
POINT (-3834.133953397869 5811.273913427102),11
POINT (-3834.2307111006967 5493.708063594356),14
POINT (-3835.626252306897 5618.016606838622),1
POINT (-3837.380580783703 6371.4903899007695),11
POINT (-3837.636675203619 5492.86911075103),1
POINT (-3837.722151176433 6367.922072582076),1
POINT (-3838.338035309941 6013.619456961681),1
POINT (-3839.6378208899737 5799.100642064883),10
POINT (-3839.9956532161054 6583.026283637091),1
POINT (-3843.330724540088 6380.762505364361),15
POINT (-3844.398132481632 6361.403166980218),11
POINT (-3845.045732847575 5576.738358433912),1
POINT (-3847.086109013205 5618.599059412346),1
POINT (-3847.8418256230807 5032.074213501616),2
POINT (-3850.2468129920444 6582.712743032897),2
POINT (-3850.4862069091223 5618.771870977197),1
POINT (-3854.889290847244 5564.53069220156),8
POINT (-3859.17300247305 5577.61667854678),17
POINT (-3860.982432547328 7224.808504582566),37
POINT (-3861.2079592340287 7444.404782879035),53
POINT (-3862.029951616652 5031.305529891621),1
POINT (-3862.0989834424167 5660.397480013821),11
POINT (-3863.2728717609634 7248.205819416037),1
POINT (-3867.6898916994483 7163.711898319493),2
POINT (-3868.7887302507797 5408.24732835292),1
POINT (-3869.350021545542 7289.065755122173),37
POINT (-3871.5950229040745 7253.252048915076),34
POINT (-3872.888689535182 7154.957894485243),58
POINT (-3874.60018423901 5664.578040277569),16
POINT (-3875.1436726401644 7236.8015838257925),1
POINT (-3875.452973808743 5602.654975348935),8
POINT (-3879.9211900934865 5030.33621923101),1
POINT (-388.544701171866 5274.671154781031),49
POINT (-3882.915999876255 5409.125648465788),50
POINT (-3888.2300457367487 5961.714973390872),1
POINT (-3888.5337046051372 5968.4954474904225),9
POINT (-3888.703373147836 5970.099249986184),5
POINT (-3888.7381033387524 5964.8115397607635),1
POINT (-3889.0328356879504 5955.8439045302575),2
POINT (-3889.3194721851796 5969.677991057698),2
POINT (-3889.469049004628 5981.6441427801865),3
POINT (-3889.9214801972653 5963.935789998343),2
POINT (-389.0222599771563 5271.565401557664),1
POINT (-3890.2022195705 5972.920892918228),3
POINT (-3890.7369229344395 5975.891803496869),2
POINT (-3891.5497047010936 5958.677311530592),1
POINT (-3892.044730001665 5977.944363109501),1
POINT (-3892.3589279376374 5981.622949175995),1
POINT (-3892.710198458644 5976.404034240476),1
POINT (-3893.122109379538 5964.762111541477),5
POINT (-3893.1246840136187 5966.792918124899),1
POINT (-3893.7598803965275 5965.311141907987),1
POINT (-3893.7700835531186 5520.3326568388675),2
POINT (-3893.849676459249 7448.4341724081205),1
POINT (-3893.9018570849257 5967.747780690082),5
POINT (-3893.980462356224 5029.193888199864),1
POINT (-3894.1751109411416 5980.423657564919),3
POINT (-3894.2270828545957 5970.665321351806),1
POINT (-3894.6182557511593 5953.073513454886),3
POINT (-3894.672383523154 5963.095447780127),1
POINT (-3895.2462826624987 5974.052796722904),1
POINT (-3895.534779301939 5954.624439008251),1
POINT (-3896.257968896795 7418.4519949709875),1
POINT (-3896.929484573547 5968.207332034138),1
POINT (-3897.146869576791 5971.513745250004),1
POINT (-3897.3705164185144 5971.499110822144),3
POINT (-3897.4787040057145 5975.040966458688),1
POINT (-3897.768543563396 5960.80787401947),2
POINT (-3897.8505610894053 5973.956293239841),1
POINT (-3897.922455817908 5976.904696537613),2
POINT (-3898.2378252864282 5979.994982237103),2
POINT (-3898.592704531162 5971.436575302519),1
POINT (-3898.654145102233 5971.8388594183925),2
POINT (-3898.7461931761977 5970.665627040909),2
POINT (-3899.339579246272 5957.272681477967),1
POINT (-3899.7639170708603 5969.321104758067),2
POINT (-390.92700288420605 5285.610542852541),39
POINT (-3900.373395015044 5957.633963541471),1
POINT (-3900.628456664686 5975.630726651156),5
POINT (-3900.682201101047 5976.040166593002),1
POINT (-3901.006596729988 5976.392863090808),2
POINT (-3901.1832654699883 5971.558069318794),5
POINT (-3901.443779286886 5971.911088717797),3
POINT (-3901.4835499643664 7457.8475544263565),29
POINT (-3901.5443729895264 5968.751729468066),3
POINT (-3901.6202583690742 5960.780318241938),1
POINT (-3901.6505772199794 5957.54124976878),1
POINT (-3902.0251163054727 5953.134158283491),1
POINT (-3902.647816920572 5962.640264298621),2
POINT (-3902.746931737482 5982.646872199699),1
POINT (-3902.8749601552768 5962.089236145492),2
POINT (-3902.8864051601977 5958.653041491393),1
POINT (-3902.9821462921236 5965.069842666062),2
POINT (-3903.1650828217557 5958.8260202937045),2
POINT (-3903.194075780787 5967.8369837734845),17
POINT (-3903.6454896092187 5952.8625297007475),2
POINT (-3903.8092383424378 6585.452663741302),1
POINT (-3903.8303853217576 5980.7350107010425),2
POINT (-3903.970480870724 5975.175819623994),1
POINT (-3904.065058701383 5973.526773769932),1
POINT (-3904.285692765132 5977.704596712868),3
POINT (-3904.612867889889 5970.666966570229),1
POINT (-3904.647023159906 5961.056373715029),3
POINT (-3904.7896156505944 5980.331127950669),3
POINT (-3905.545979190934 5977.992675949158),1
POINT (-3906.1181844502626 5977.253415106877),1
POINT (-3907.917740634411 5974.266333161015),1
POINT (-3907.9848622872 5970.901341605457),2
POINT (-3908.2144077636053 5972.3536420608625),1
POINT (-3908.7261576273186 5973.767773799722),1
POINT (-3908.7877524894207 5966.470886206972),1
POINT (-3908.802649144442 5980.677416555769),4
POINT (-3909.0049430216104 5973.679515213364),4
POINT (-3909.1862201309086 5955.874496084639),1
POINT (-3909.2869769940994 5970.384300370062),1
POINT (-3909.327245105363 5961.054310795703),4
POINT (-3909.7183090444505 5980.00381284028),1
POINT (-3909.870057085986 5961.318078171626),1
POINT (-3909.8709338007598 5954.117112672856),1
POINT (-3910.4864165441186 5965.530978058474),1
POINT (-3910.5594885839287 5971.301336908377),5
POINT (-3910.602262476615 5982.813323661531),1
POINT (-3910.650825563408 5956.134780125102),1
POINT (-3911.2883509185726 5956.680195761562),2
POINT (-3911.675677253171 5963.519436097607),1
POINT (-3911.892535415439 5969.139727763191),6
POINT (-3912.128392716015 5975.394488109013),3
POINT (-3912.354685896283 5981.823552589814),1
POINT (-3912.455557156459 5963.913866901844),1
POINT (-3913.037633780456 5955.629317541132),1
POINT (-3913.070508318641 5976.281076124416),2
POINT (-3913.2145870451786 5962.480760102925),4
POINT (-3913.2942587726498 5977.668102783395),3
POINT (-3913.7361239754573 5966.199906209559),1
POINT (-3914.136306527338 5979.395464350454),1
POINT (-3914.258293897199 5967.325180610579),2
POINT (-3914.335408050596 5980.368900341944),2
POINT (-3914.451970400817 5487.394643237426),1
POINT (-3914.489730454213 5484.929395368954),1
POINT (-3914.9286743628427 5960.675149253198),1
POINT (-3915.2235859784128 5493.654971322764),1
POINT (-3915.330426261377 5959.214908491629),2
POINT (-3915.33793400047 5977.861539065796),1
POINT (-3915.4122207276305 5959.260257360695),1
POINT (-3915.453086734525 5502.694446360115),1
POINT (-3915.587975865963 5496.418575554112),2
POINT (-3915.918382145971 5509.0579276542885),1
POINT (-3915.9206352809733 5504.413450909388),1
POINT (-3916.0953360485632 5960.891116793708),3
POINT (-3916.2420331917024 5981.427840871595),6
POINT (-3916.3150413308276 5957.689913514467),1
POINT (-3916.448296788598 5505.70991985191),1
POINT (-3916.520186649369 5975.924244966798),1
POINT (-3916.768222443883 5960.0973269299375),1
POINT (-3916.7888363584593 5966.491568375456),2
POINT (-3916.833167366846 5963.008651068915),1
POINT (-3916.885762284094 5959.097750946191),1
POINT (-3917.7933164300875 5958.249789509067),2
POINT (-3918.0635407432214 5958.333124029253),2
POINT (-3918.063564379656 5973.152748733814),1
POINT (-3918.1205588057087 5492.719156527693),4
POINT (-3918.476044196613 5492.1137847712325),2
POINT (-3919.9624464625845 5500.855439586149),1
POINT (-3920.6159757324585 6587.384586816127),3
POINT (-3921.171847952382 5507.539349633091),1
POINT (-3921.4858157312387 5621.745285371076),1
POINT (-3921.645648373633 5495.0099748973835),2
POINT (-3922.0866802186 5498.3017536853895),1
POINT (-3922.184935930726 5655.636275798803),1
POINT (-3922.3192055363775 7273.23458390468),24
POINT (-3922.512351766632 5508.454150439207),1
POINT (-3922.829969583066 5485.471248605558),1
POINT (-3923.3088683312476 5498.239218165764),1
POINT (-3923.370308902319 5498.641502281638),2
POINT (-3924.298165828161 5557.7347135368045),11
POINT (-3924.7097182416783 5479.980097581158),1
POINT (-3924.7097182416783 5555.4956262644355),14
POINT (-3925.31698569873 5499.103826787738),1
POINT (-3925.547415814433 5494.039433636364),1
POINT (-3925.547415814433 5569.554962319642),15
POINT (-3926.3450586971485 5500.488847283724),1
POINT (-3926.4366226999587 5483.608002701887),2
POINT (-3927.5911239553625 5488.891879008737),1
POINT (-3927.8812466218415 5561.144191840228),9
POINT (-3927.9102395808727 5494.63962663673),18
POINT (-3927.9102395808727 5570.155155320008),1
POINT (-3928.31235465419 5025.6832178583545),2
POINT (-3928.5482016122437 5505.268468569256),1
POINT (-3929.8975541779296 5492.945696958866),1
POINT (-3931.079708791633 5483.357867656625),1
POINT (-3933.1271666772773 5667.194756375772),35
POINT (-3933.2314070463917 5485.182734520648),1
POINT (-3933.3939423955735 5500.546030858002),2
POINT (-3933.4815589380987 6588.863476887964),1
POINT (-3934.043408905449 5563.372482342226),8
POINT (-3934.098433727112 5488.027648944637),1
POINT (-3934.7563556696728 5489.6637655696895),2
POINT (-3935.6694402952166 5481.548163860035),2
POINT (-3935.867561626453 5491.763354650817),2
POINT (-3936.1876158302457 7271.129637843973),58
POINT (-3936.35639730424 5505.132580797101),1
POINT (-3936.9039209878715 5506.892823486331),2
POINT (-3937.1622534423923 5490.434253807354),1
POINT (-3937.216602879684 5560.90858896719),3
POINT (-3938.750609509398 5495.336497521593),1
POINT (-3938.852470327424 5506.1981072137),3
POINT (-3939.0515718506817 5507.17154320519),1
POINT (-3939.335930326523 5493.64028213704),1
POINT (-3939.5574573328454 5480.40015272728),1
POINT (-3939.671950593962 5506.456608753621),1
POINT (-3941.0939824789457 5491.823354483039),1
POINT (-3941.8376175299327 5496.093978190948),2
POINT (-3942.5773891974263 5488.0917785722195),6
POINT (-3942.61087209098 5501.871135357247),2
POINT (-3942.7797281797416 5499.95539159706),1
POINT (-3945.2160655311245 5023.95469803422),2
POINT (-3951.303099272169 5660.641175195469),29
POINT (-3954.4584411182354 6974.194007407638),1
POINT (-396.7146727308395 1661.1748881738145),1
POINT (-3960.038750009148 5509.0579276542885),12
POINT (-3963.7613858955388 6631.053449121493),9
POINT (-3964.6025264990335 6565.967796707195),37
POINT (-3965.1442025928286 5088.250825010104),2
POINT (-3967.304254035131 5080.8437651364175),15
POINT (-3967.938962607136 5021.631126698694),3
POINT (-3968.833842514842 5481.069297801253),11
POINT (-3969.0504091036228 6563.13915343977),2
POINT (-397.09115213460416 1661.086640136248),3
POINT (-397.76237658365244 3869.2392293651574),1
POINT (-3971.448202338493 5155.295099027395),6
POINT (-3972.0306074440496 5494.63962663673),2
POINT (-3973.0979051297536 5074.196536201016),1
POINT (-3973.0979051297536 5154.380353332814),1
POINT (-3975.234291594639 6635.346901012009),9
POINT (-3976.267374340514 5143.0985943527085),10
POINT (-3978.040248920816 5162.571893555472),16
POINT (-3979.8564862521007 6613.985331944618),21
POINT (-3980.725491718588 5147.767477516182),14
POINT (-3981.0242888510484 5506.892823486331),9
POINT (-3983.1719397138586 5507.17154320519),17
POINT (-3984.8727493916085 6566.67795061826),37
POINT (-3990.476378452473 6680.051530856753),2
POINT (-3992.0115377236784 6686.772480894957),1
POINT (-3992.061526079893 5210.012463092405),1
POINT (-3992.8615648975715 6668.92183890136),1
POINT (-3993.4642271606363 6595.690478769158),8
POINT (-3993.490964674301 6677.718747895618),1
POINT (-3993.743250608411 6686.16908516562),1
POINT (-3995.13649747397 6671.076126116205),2
POINT (-3997.08099711899 6662.830861512263),2
POINT (-3997.147310957432 6682.3595484625885),2
POINT (-3997.218159523748 6679.200693818571),1
POINT (-3997.590016607439 6678.116020599725),1
POINT (-3998.4856486942313 6674.825354400793),1
POINT (-3998.5977761677677 6552.870791611558),3
POINT (-3998.823088302957 6545.91170170113),22
POINT (-4001.0301960530846 6670.821376754561),2
POINT (-4001.3852573419163 6596.588333710143),1
POINT (-4002.3487117332693 5230.695440008321),1
POINT (-4002.4863872555156 6686.8065995595825),3
POINT (-4002.9335312988205 6671.996711133368),10
POINT (-4003.4357569834997 6625.568455963089),12
POINT (-4003.4357569834997 6669.340361242389),1
POINT (-4007.6053463272433 6675.377723055648),1
POINT (-4008.527208007454 6670.630613566856),1
POINT (-4008.5421046624756 6684.837143915653),2
POINT (-4009.557725359475 5278.200906135118),1
POINT (-4010.3611907709446 6960.708567610258),11
POINT (-4010.448171626687 5145.85654860726),8
POINT (-4010.5674048039377 6637.638187872304),10
POINT (-4010.9389031090454 5690.026433205856),11
POINT (-4011.9094534097976 6936.734607713942),10
POINT (-4012.8124689960937 5079.374859975602),1
POINT (-4013.672929804597 5417.734202520869),1
POINT (-4013.9977494152326 6671.484907970463),1
POINT (-4014.3592220444707 6670.997366633678),1
POINT (-4014.5229083763056 5390.710152628723),2
POINT (-4014.580749050793 6657.757237223918),1
POINT (-4015.510881964732 5317.430611351723),1
POINT (-4016.021636840504 6661.047957090445),3
POINT (-4016.8451313321643 5018.492162725441),1
POINT (-4017.086909933993 5698.932526377664),12
POINT (-4017.4731070640764 5706.827349977358),8
POINT (-4017.808180711095 6949.612770383012),1
POINT (-4019.466919085151 6958.454878430886),5
POINT (-4024.9069826129607 6599.254539591419),1
POINT (-4025.7076786707185 5621.0708326514705),2
POINT (-4027.7984294368116 6599.582287341141),3
POINT (-4029.006843744134 5620.860027569492),1
POINT (-4031.970699406911 5680.836164204302),19
POINT (-4041.233248773596 6552.190399396847),39
POINT (-405.55189318346135 5849.57203686528),12
POINT (-4050.4480968794396 5505.368957083411),24
POINT (-4052.8109206458794 5505.969150083777),1
POINT (-4058.609920213049 5169.767445184374),44
POINT (-4059.4897139041973 5618.912279033105),1
POINT (-4061.8450328739036 6654.68699901611),28
POINT (-4062.2168899575945 6653.602325797264),11
POINT (-4067.560404648976 6647.483016330907),2
POINT (-4074.885984570834 5087.873886877568),36
POINT (-4080.5818219912594 5432.230641142274),1
POINT (-4082.027384134608 5503.342090929863),35
POINT (-4082.113966624071 7403.398656687532),19
POINT (-4083.819513614072 6495.298877014566),16
POINT (-4085.756729283333 6605.766692437138),1
POINT (-4088.364039239431 6606.043236215105),2
POINT (-4095.0099242924625 5237.604744039539),1
POINT (-410.0764968922995 1747.26222881083),49
POINT (-410.40086392283865 3871.214243046236),1
POINT (-4103.419028947852 7311.367585130046),49
POINT (-4109.71055680257 5244.836252760056),33
POINT (-411.7126213828982 5292.926059038198),2
POINT (-411.7804620653353 5292.924778372159),1
POINT (-4111.228124587779 6982.239843024943),61
POINT (-4114.371315827638 5745.267085235094),36
POINT (-4117.252852131703 7224.532553982416),1
POINT (-4119.549200968917 7245.243099889453),1
POINT (-4120.264746445418 7246.63301256166),1
POINT (-4120.42983705059 7247.621105226167),1
POINT (-4120.492098649398 7251.301402987232),1
POINT (-4120.978123665163 7366.776355683984),40
POINT (-4121.31356182826 7225.727217315026),1
POINT (-4122.447099298348 7239.353970803964),1
POINT (-4123.666488988295 5026.783697885753),1
POINT (-4124.192423540323 5649.194283054822),38
POINT (-4124.438691699915 5663.721962555144),62
POINT (-4125.33133672249 7232.083278278894),1
POINT (-4125.3668860205435 7240.202394702163),2
POINT (-4125.819721598038 6610.015965227065),2
POINT (-4126.601819524455 7236.271076266238),1
POINT (-4126.8016830274355 7363.114228635324),2
POINT (-4126.807776671819 7223.712058573714),1
POINT (-4128.045645961621 5674.338983626227),68
POINT (-4129.391565348116 7251.288562638393),1
POINT (-4129.510756978803 7235.350298846836),2
POINT (-4130.202984857153 6891.30453948321),1
POINT (-4131.41409222454 7236.525633225643),5
POINT (-4132.209627920011 7247.938516031471),1
POINT (-4132.621314822293 5606.59557038671),1
POINT (-4132.770614665182 7237.569689563537),1
POINT (-4133.009632094348 7249.0197774028275),1
POINT (-4134.2864924654805 7410.603923315937),32
POINT (-4134.286935125657 6642.803693865777),2
POINT (-4134.450064706872 6645.372010476838),1
POINT (-4134.501963323062 7225.104140634146),1
POINT (-4135.335495015477 6659.312249595938),6
POINT (-4135.62959871681 6663.942626354601),1
POINT (-4135.811558220808 6904.144972265494),43
POINT (-4136.182027840223 5680.886831690737),1
POINT (-4136.416495700393 5281.823377293267),22
POINT (-4136.6128900602735 7227.771629391393),1
POINT (-4137.022665588195 7249.366066007928),1
POINT (-4137.147501087863 7410.179130787083),26
POINT (-4137.5069934378525 7239.072949822221),1
POINT (-4137.521844330438 6693.7341933132475),1
POINT (-4137.547261549115 7229.742960247861),1
POINT (-4139.736243367651 7241.5718627246815),1
POINT (-4140.2234961215445 6885.94831581265),37
POINT (-4140.99589150723 6746.813576898603),1
POINT (-4141.095637967288 7242.439533437529),1
POINT (-4141.235187910107 7243.493624585327),1
POINT (-4142.12632014002 5675.5864106061545),43
POINT (-4142.254462153065 7237.222504110506),2
POINT (-4142.478310340952 7236.013830062738),1
POINT (-4142.999279510909 7235.703798628408),2
POINT (-4143.006236737379 7225.681284109791),1
POINT (-4144.870984494594 5082.987879204842),16
POINT (-4144.974831897819 7225.2367448828445),1
POINT (-4145.502974417986 7244.462962984166),1
POINT (-4145.934586570857 7199.489549085077),1
POINT (-4145.978832348556 5027.938856573591),2
POINT (-4146.2875604928395 6810.8976009077205),1
POINT (-4146.8131533745545 6817.262720672861),1
POINT (-4146.8642688663695 7353.2836728142065),40
POINT (-4147.878883496227 6830.169097638283),1
POINT (-4148.020976141068 6831.889890924527),2
POINT (-4148.485196968953 6837.511772935779),1
POINT (-4149.69504894554 7317.352813573793),57
POINT (-4149.797185986286 5460.883891589355),23
POINT (-4151.756519130573 6975.810493637413),1
POINT (-4151.807872263513 7409.520667070145),1
POINT (-4151.862516742671 5365.391522500269),11
POINT (-4153.509460342287 5469.427300552985),38
POINT (-4153.907771436503 5374.148073670765),9
POINT (-4156.071092943062 6872.1466117673435),2
POINT (-4158.119327793687 5366.141229999285),13
POINT (-4159.549524131501 7383.210996470386),1
POINT (-4159.75601073128 5369.918330366932),11
POINT (-416.45611434793875 5293.118233342459),1
POINT (-4160.659895584335 6888.9574647644),3
POINT (-4161.3549714993205 7351.021406601507),1
POINT (-4161.658284766696 5381.469375934151),11
POINT (-4162.3963644024125 5381.004949588862),11
POINT (-4162.596889059098 6976.507364522276),34
POINT (-4162.759116412003 6896.647857117492),3
POINT (-4167.108228026315 5249.200826571999),1
POINT (-4167.768354540888 6914.998954864546),1
POINT (-417.50580539630477 1764.048197531049),52
POINT (-4171.239764195228 6927.194369050296),1
POINT (-4172.493884800295 6931.497469683307),1
POINT (-4178.755445778288 5234.961352662549),48
POINT (-418.3719549950431 1656.098348422296),1
POINT (-418.9564517321169 1758.1706991335109),1
POINT (-4181.166190555763 6961.25362250887),1
POINT (-4184.4086495505 5813.142739444134),49
POINT (-4185.663950709107 4971.820377821578),1
POINT (-4186.116125388006 6978.237688972616),1
POINT (-4186.8497547139905 6980.754895694432),1
POINT (-4189.978291989253 5030.216804579473),1
POINT (-4195.676925595015 4897.511593308026),35
POINT (-4195.94017028859 4882.223905810497),34
POINT (-4196.159747418593 7017.12295586675),1
POINT (-4196.480509607843 4895.394159486577),33
POINT (-4197.362252375626 7041.272343182677),1
POINT (-4198.005951867139 5030.718964325756),1
POINT (-4198.80320644447 7303.859475887706),3
POINT (-4198.879224394219 7311.830867478834),1
POINT (-4198.9038294028 7072.231168332476),2
POINT (-4198.904108415853 7314.440254886158),1
POINT (-4199.1433175908305 5555.170642159958),41
POINT (-4199.25885278653 7245.22749458921),3
POINT (-4199.30473845793 7243.501454508893),3
POINT (-4199.648892388058 7230.555725285007),1
POINT (-4199.818620963999 7224.171197917033),2
POINT (-4200.463767800479 7149.621907991477),1
POINT (-4200.463804547547 7149.733743597021),1
POINT (-4200.4772353572225 7190.6089163375955),1
POINT (-4205.864676357434 4901.163152284308),26
POINT (-421.16859071671325 5859.343492021353),4
POINT (-4211.245985200996 5031.7916656866955),1
POINT (-4217.207667157677 7379.324797539136),1
POINT (-422.5816851581707 4233.313094020741),1
POINT (-4220.201403279257 5010.085908859293),37
POINT (-4223.478618255394 5501.047318320002),47
POINT (-4226.071872137537 5496.583118168994),2
POINT (-4227.336286275546 5302.398116843493),2
POINT (-4227.972595816516 5315.296143771051),54
POINT (-423.1130961913308 5293.603068388031),1
POINT (-423.5076599066982 3654.0361112230457),2
POINT (-423.83405114995156 3673.830615688251),1
POINT (-4230.049175257697 5080.401906209619),33
POINT (-4231.427300472749 5033.426746491378),1
POINT (-4233.524480421785 5367.960831846991),27
POINT (-4233.8201965357175 7326.64230223635),1
POINT (-4239.719365074045 7055.2062989816795),32
POINT (-424.0299134082577 3873.3440516595133),2
POINT (-4244.861152826142 7230.152931939434),31
POINT (-4245.956547016307 7318.020226954494),32
POINT (-4248.819387006125 5788.522023451577),28
POINT (-4250.106202053015 5322.2509749126475),44
POINT (-4252.8301145641735 5265.662887136043),44
POINT (-4254.372090107446 5254.281655046432),1
POINT (-4257.4888722799 7380.048804688805),1
POINT (-426.6644812473655 1697.7513675583173),43
POINT (-4266.458631132177 5036.264968656408),2
POINT (-4269.247756972058 5060.722786459932),44
POINT (-428.9890369886941 1653.609668719627),3
POINT (-4281.664275368393 7380.483329044),1
POINT (-4290.910483457582 5011.0737019879425),23
POINT (-4295.645133552066 4891.172968322428),64
POINT (-4296.957747709195 5035.8057787267035),5
POINT (-4298.452610950827 5035.658765540712),2
POINT (-430.3662269508244 1751.7543151621858),33
POINT (-430.49050303807354 1653.2577200313178),2
