currentLocation,count
POINT (-3754.619680138808 5982.480376595213),3
POINT (-3755.3289852941775 5979.150599465233),1
POINT (-3756.1329358599464 5169.671150487714),3
POINT (-3758.0697725769674 6603.905648659272),1
POINT (-3759.180311686381 5961.070851357163),1
POINT (-3759.3462104061896 6304.3674065336545),1
POINT (-3761.212882539832 6578.953792083174),1
POINT (-3761.2580878246877 6340.380830873932),2
POINT (-3762.6997747243763 6381.573008274939),1
POINT (-3763.064471171811 6391.993190884272),1
POINT (-3763.246122738002 5269.568448372772),3
POINT (-3763.523078268525 6406.957129203238),1
POINT (-3764.2359643357345 6433.5298823898065),1
POINT (-3764.493487421641 6443.129028335262),1
POINT (-3765.2532133222244 5932.875482468262),1
POINT (-3765.2777345913114 6494.4110696716325),1
POINT (-3765.621840392291 6487.254193887729),1
POINT (-3767.516655337967 6835.676204998095),19
POINT (-3769.266951831868 6831.602100053783),2
POINT (-3769.6541655895385 5169.656107132173),1
POINT (-3774.2709856509605 7171.61551912498),11
POINT (-3774.646159858906 5320.695773785076),1
POINT (-3774.8606285405017 6642.571051773959),16
POINT (-3775.559388516799 5361.198513895058),1
POINT (-3775.920688442221 7170.700773430399),1
POINT (-3776.001523423852 7147.410788344418),12
POINT (-3776.299250645544 7455.392427675707),16
POINT (-3776.9388798511186 4996.9596102036285),2
POINT (-3777.9207909054903 5413.579641859412),1
POINT (-3778.272591852368 7180.856465606073),14
POINT (-3779.3534077998243 5445.358253258046),1
POINT (-378.51736739121276 5271.07121092306),14
POINT (-3780.0808063569525 7461.317081750914),18
POINT (-3780.595964836708 5456.628503656483),1
POINT (-3781.0711465780173 6745.343902855307),15
POINT (-3781.4168247410194 5011.643450532744),1
POINT (-3781.5330896939936 5446.597800259261),1
POINT (-3781.9586112963557 6355.928993338849),1
POINT (-3782.245247793585 6369.763079866289),2
POINT (-3782.5998189464003 6379.473647452343),2
POINT (-3782.6993422625324 6358.2118413143),1
POINT (-3782.9342132737033 5476.493091240265),1
POINT (-3783.6626985428447 6338.848009423406),6
POINT (-3784.1064440419314 6364.051819349935),2
POINT (-3784.475480309499 6358.762400339184),1
POINT (-3785.19785781405 6382.697842343665),3
POINT (-3785.819802857676 6354.230024955995),1
POINT (-3786.363415643111 6364.929301562695),1
POINT (-3786.43843997762 6375.731716580278),1
POINT (-3786.6772847646725 6373.644109344326),4
POINT (-3786.6856560049328 6365.396230716578),1
POINT (-3786.9295706987828 6382.094446614328),2
POINT (-3787.2835058194933 7444.296955675183),1
POINT (-3787.6415607723584 5516.484357863119),2
POINT (-3788.2397328981483 5521.566128642873),2
POINT (-3788.4365520229044 6321.112276716914),4
POINT (-3788.4605549103444 6354.709527816843),1
POINT (-3788.4730811239488 5824.021242628926),1
POINT (-3788.6083425113598 6378.85735370875),1
POINT (-3788.9181740203235 5819.733426214905),1
POINT (-3789.537937393962 5151.407921557883),1
POINT (-3789.8552601819524 6368.292420842729),2
POINT (-3789.915280798341 5148.596070907422),1
POINT (-3789.9677364184818 5537.125849014773),1
POINT (-379.1399925988855 5265.167361171224),19
POINT (-379.33838264260726 3602.3194386632076),6
POINT (-3790.0547245606476 6426.918155755548),23
POINT (-3790.072645185196 6371.5988340585955),2
POINT (-3791.0395813913856 6358.753694550904),1
POINT (-3791.1636008948335 6380.080071045694),2
POINT (-3791.1963591994745 6370.807778929781),1
POINT (-3791.307578689108 6367.667515622671),1
POINT (-3791.518480139567 6371.52166411111),1
POINT (-3791.671968784603 6370.750715849501),1
POINT (-3791.92419982348 6352.972987401749),1
POINT (-3791.9694351557373 6381.722671063919),1
POINT (-3792.6896926792656 6369.406193566659),1
POINT (-3793.1881113099807 5569.763603116038),1
POINT (-3793.6920065901336 5773.744560031377),1
POINT (-3793.7570276227525 6367.32187958171),1
POINT (-3793.874396395749 6352.962139157724),2
POINT (-3793.932372338393 6376.477951899399),1
POINT (-3794.032890099588 6362.59587998969),1
POINT (-3794.2165161434564 6366.746738203269),2
POINT (-3794.247501996507 5925.816841997316),13
POINT (-3794.3695548952915 6371.996177526388),1
POINT (-3794.5460339774795 6360.86540705053),2
POINT (-3795.081612922851 6381.2481945798145),1
POINT (-3795.2152415771457 5759.07042788297),1
POINT (-3795.625723991267 6353.538505793293),4
POINT (-3795.629592107792 6362.832335395614),1
POINT (-3796.090858430161 6358.911109102296),1
POINT (-3796.1198513891923 6367.922072582076),3
POINT (-3796.3451635243814 6323.834099789594),4
POINT (-3796.937701789991 6375.684952185262),1
POINT (-3797.0778541561594 6584.338961708849),1
POINT (-3797.2552354396075 5739.418082857449),3
POINT (-3797.507149834553 6360.023935259347),1
POINT (-3798.032437270009 6360.966498579204),1
POINT (-3798.231244818216 6380.702496592981),1
POINT (-3798.7545217967354 5724.974660588139),1
POINT (-3799.0096330631673 5722.517038180511),2
POINT (-3799.1844555744938 6358.451028057613),1
POINT (-3799.2817689438725 6382.722893913922),1
POINT (-3799.2893205999526 6356.640313601971),1
POINT (-3799.337592930323 5699.711826912906),2
POINT (-3799.394443810456 6371.269036559689),4
POINT (-3800.791666417615 6371.303084504356),3
POINT (-3801.7284247528473 6380.762505364361),3
POINT (-3802.3080455354316 6361.310094889983),3
POINT (-3802.6762444202514 6360.992626875377),1
POINT (-3802.7958326943913 6361.403166980218),1
POINT (-3803.7537248943095 6377.335454600312),2
POINT (-3803.9219151404154 6361.478606350973),2
POINT (-3804.0771734347727 6365.045800596163),1
POINT (-3805.4262146880037 6358.675506229258),1
POINT (-3806.140362653584 6362.565848911517),1
POINT (-3806.220034381055 6377.753191591986),2
POINT (-3806.2930989343618 6357.97544394966),2
POINT (-3806.3055594330344 6366.613587669368),1
POINT (-3806.786611757854 6364.539291957799),3
POINT (-3807.1761705288513 6363.787960917552),2
POINT (-3807.431489816998 5935.374605276695),4
POINT (-3807.5455421348424 6329.793845200332),5
POINT (-3807.5752021978424 5758.558100408462),1
POINT (-3807.7119959020315 6357.077723466224),2
POINT (-3808.256201869782 6322.171114418166),3
POINT (-3808.263709608875 6377.946627874388),1
POINT (-3809.219788814792 6363.102410880248),2
POINT (-3809.3896194796953 6368.492570103607),1
POINT (-3809.5659330408735 5737.252974828851),4
POINT (-3809.640635863275 5919.434822113242),1
POINT (-3809.6939980522884 6360.182415738529),1
POINT (-3809.758942975251 6363.093739877507),1
POINT (-3810.2471210146673 6368.800392694944),1
POINT (-3810.4546170358453 7158.25513746027),1
POINT (-3810.9893163516267 6358.418212837844),1
POINT (-3813.6694358293526 6583.831493807064),1
POINT (-3813.702782919816 5775.299282081943),6
POINT (-3813.9991785224597 5145.444503726515),4
POINT (-3814.5668194489326 7170.80049873698),16
POINT (-3818.1356348708214 5759.809309675133),3
POINT (-382.27844858526595 5252.606013598034),16
POINT (-382.9604832146591 1674.1342220884114),1
POINT (-3820.2730194635164 5794.6908318816895),7
POINT (-3822.9999694163034 5795.697485231623),1
POINT (-3823.112494485351 5757.006432592178),2
POINT (-3824.3477179394426 5745.904329567969),4
POINT (-3825.1177085605486 5789.637592830867),3
POINT (-3825.2691593577006 5762.324042461312),4
POINT (-3825.343017772006 6361.889320431363),4
POINT (-3826.0622286226526 6382.624767689634),3
POINT (-3827.2457522625414 5494.96128560201),3
POINT (-3827.296867237016 5134.0296984569895),5
POINT (-3829.3600564558274 5131.5497467723435),8
POINT (-3829.6416522058457 5807.499331301993),2
POINT (-3830.1251663257863 5503.804391877705),1
POINT (-3833.486258970164 5506.669709232873),6
POINT (-3833.6935285901764 5804.401063149466),1
POINT (-3834.133953397869 5811.273913427102),6
POINT (-3834.2307111006967 5493.708063594356),5
POINT (-3837.1826969066774 6013.918093106289),1
POINT (-3837.380580783703 6371.4903899007695),3
POINT (-3839.6378208899737 5799.100642064883),4
POINT (-3843.330724540088 6380.762505364361),3
POINT (-3844.398132481632 6361.403166980218),4
POINT (-3847.086109013205 5618.599059412346),1
POINT (-385.6752686195283 4217.326145746032),1
POINT (-3854.889290847244 5564.53069220156),5
POINT (-3859.17300247305 5577.61667854678),4
POINT (-3860.982432547328 7224.808504582566),12
POINT (-3861.2079592340287 7444.404782879035),14
POINT (-3862.029951616652 5031.305529891621),1
POINT (-3862.0989834424167 5660.397480013821),4
POINT (-3869.350021545542 7289.065755122173),19
POINT (-3871.5950229040745 7253.252048915076),13
POINT (-3872.888689535182 7154.957894485243),7
POINT (-3873.9638746980395 5651.680013350011),2
POINT (-3874.60018423901 5664.578040277569),2
POINT (-3875.1394945893203 5030.595281700831),1
POINT (-3875.452973808743 5602.654975348935),4
POINT (-388.544701171866 5274.671154781031),18
POINT (-3882.915999876255 5409.125648465788),10
POINT (-3888.2300457367487 5961.714973390872),1
POINT (-3888.5337046051372 5968.4954474904225),3
POINT (-3888.703373147836 5970.099249986184),2
POINT (-3889.7358066007314 5960.59200037418),1
POINT (-3889.9214801972653 5963.935789998343),2
POINT (-389.0222599771563 5271.565401557664),1
POINT (-3891.189818311103 5964.497321293261),1
POINT (-3891.5497047010936 5958.677311530592),1
POINT (-3892.3589279376374 5981.622949175995),1
POINT (-3893.122109379538 5964.762111541477),2
POINT (-3893.9018570849257 5967.747780690082),1
POINT (-3893.980462356224 5029.193888199864),1
POINT (-3894.2270828545957 5970.665321351806),2
POINT (-3894.4710192966577 5961.72018447725),1
POINT (-3894.6182557511593 5953.073513454886),1
POINT (-3894.6681860728168 5973.724022916868),2
POINT (-3895.747085840637 5978.932781000731),1
POINT (-3896.069487022213 5972.841883170151),1
POINT (-3897.4787040057145 5975.040966458688),1
POINT (-3897.845874418201 5976.39672483135),1
POINT (-3897.8505610894053 5973.956293239841),1
POINT (-390.92700288420605 5285.610542852541),14
POINT (-3900.628456664686 5975.630726651156),3
POINT (-3900.8312520143472 5967.236790773119),1
POINT (-3901.1832654699883 5971.558069318794),4
POINT (-3901.443779286886 5971.911088717797),2
POINT (-3901.4835499643664 7457.8475544263565),8
POINT (-3901.5443729895264 5968.751729468066),2
POINT (-3901.6505772199794 5957.54124976878),1
POINT (-3902.0251163054727 5953.134158283491),1
POINT (-3902.9821462921236 5965.069842666062),2
POINT (-3903.194075780787 5967.8369837734845),5
POINT (-3903.419387915976 5960.877893863057),1
POINT (-3903.970480870724 5975.175819623994),2
POINT (-3904.647023159906 5961.056373715029),1
POINT (-3904.9707714435076 5952.9412740438165),1
POINT (-3906.1181844502626 5977.253415106877),1
POINT (-3906.4686682020506 5971.183947751098),1
POINT (-3907.3391264761103 5980.375985400727),2
POINT (-3907.9848622872 5970.901341605457),1
POINT (-3908.2144077636053 5972.3536420608625),1
POINT (-3908.7877524894207 5966.470886206972),1
POINT (-3909.0049430216104 5973.679515213364),2
POINT (-3909.1862201309086 5955.874496084639),1
POINT (-3909.870057085986 5961.318078171626),2
POINT (-3910.5594885839287 5971.301336908377),1
POINT (-3911.516226923898 5972.883213272523),1
POINT (-3911.6402335041544 5978.329937933855),1
POINT (-3911.675677253171 5963.519436097607),1
POINT (-3911.892535415439 5969.139727763191),1
POINT (-3912.128392716015 5975.394488109013),1
POINT (-3913.2145870451786 5962.480760102925),3
POINT (-3914.136306527338 5979.395464350454),1
POINT (-3914.270974484496 6586.6552332220135),1
POINT (-3914.637643997351 5490.738432861589),1
POINT (-3914.6390477242194 5027.081406827748),1
POINT (-3915.33793400047 5977.861539065796),1
POINT (-3916.04534832525 5503.35709330054),2
POINT (-3916.0953360485632 5960.891116793708),3
POINT (-3916.2420331917024 5981.427840871595),1
POINT (-3916.7888363584593 5966.491568375456),1
POINT (-3917.2923451765314 5965.5490350222135),3
POINT (-3917.8382731796237 5491.564754404722),1
POINT (-3917.8947082908944 5975.0684924940015),1
POINT (-3919.334419551245 5479.8761563181315),1
POINT (-3920.39873070304 5505.574907763405),1
POINT (-3922.3192055363775 7273.23458390468),8
POINT (-3922.6566073703093 5486.380197341664),1
POINT (-3922.953989086514 5506.797625100348),2
POINT (-3923.3088683312476 5498.239218165764),1
POINT (-3923.7598233474178 5508.440225118573),1
POINT (-3924.298165828161 5557.7347135368045),1
POINT (-3924.7097182416783 5555.4956262644355),8
POINT (-3925.31698569873 5499.103826787738),2
POINT (-3925.547415814433 5494.039433636364),1
POINT (-3925.547415814433 5569.554962319642),6
POINT (-3927.8812466218415 5561.144191840228),9
POINT (-3927.9102395808727 5494.63962663673),9
POINT (-3928.5076298026543 5505.310427746031),1
POINT (-3929.3631869599917 5487.859016578274),1
POINT (-3931.079708791633 5483.357867656625),1
POINT (-3932.02244199396 5507.184987913441),1
POINT (-3932.693433750975 5484.357710200903),1
POINT (-3932.7544756519105 5504.410495079369),1
POINT (-3933.1271666772773 5667.194756375772),18
POINT (-3934.043408905449 5563.372482342226),5
POINT (-3935.1969132364575 6589.060655702245),2
POINT (-3935.6694402952166 5481.548163860035),1
POINT (-3936.1876158302457 7271.129637843973),26
POINT (-3937.216602879684 5560.90858896719),4
POINT (-3938.966558720532 5490.505514972206),1
POINT (-3942.61087209098 5501.871135357247),1
POINT (-3942.7797281797416 5499.95539159706),1
POINT (-3945.2160655311245 5023.95469803422),1
POINT (-3951.303099272169 5660.641175195469),16
POINT (-3956.942816250055 5445.027848416878),1
POINT (-3963.7613858955388 6631.053449121493),5
POINT (-3964.6025264990335 6565.967796707195),11
POINT (-3965.1442025928286 5088.250825010104),3
POINT (-3967.304254035131 5080.8437651364175),4
POINT (-3968.833842514842 5481.069297801253),1
POINT (-397.09115213460416 1661.086640136248),3
POINT (-3971.448202338493 5155.295099027395),4
POINT (-3975.234291594639 6635.346901012009),5
POINT (-3976.267374340514 5143.0985943527085),6
POINT (-3976.717751909509 6593.792252755092),1
POINT (-3978.040248920816 5162.571893555472),4
POINT (-3979.8564862521007 6613.985331944618),1
POINT (-3980.725491718588 5147.767477516182),3
POINT (-3981.0242888510484 5506.892823486331),2
POINT (-3983.1719397138586 5507.17154320519),5
POINT (-3984.8727493916085 6566.67795061826),15
POINT (-3986.4641691822208 5442.483555780005),1
POINT (-3986.867891099652 6594.9427789385545),1
POINT (-3988.0240902495657 5623.158249664915),1
POINT (-3993.4642271606363 6595.690478769158),4
POINT (-3998.4856486942313 6674.825354400793),1
POINT (-3998.5977761677677 6552.870791611558),1
POINT (-3998.823088302957 6545.91170170113),12
POINT (-4001.1313197300183 5622.6411758279855),1
POINT (-4001.3852573419163 6596.588333710143),1
POINT (-4002.9335312988205 6671.996711133368),4
POINT (-4003.4357569834997 6625.568455963089),3
POINT (-4004.787111942717 5246.763843337787),1
POINT (-4006.095448853501 6686.797532465214),1
POINT (-4009.6095126040195 6665.47780553151),1
POINT (-4010.3611907709446 6960.708567610258),3
POINT (-4010.5674048039377 6637.638187872304),4
POINT (-4010.9389031090454 5690.026433205856),5
POINT (-4011.9094534097976 6936.734607713942),1
POINT (-4012.8124689960937 5079.374859975602),1
POINT (-4014.3592220444707 6670.997366633678),1
POINT (-4014.704926827778 5384.923094133845),1
POINT (-4014.73772604497 6679.570989291547),1
POINT (-4017.086909933993 5698.932526377664),6
POINT (-4017.4731070640764 5706.827349977358),6
POINT (-4019.466919085151 6958.454878430886),4
POINT (-402.1973245408528 1659.889736162693),1
POINT (-4024.211498692567 5693.927626980997),1
POINT (-4025.7076786707185 5621.0708326514705),1
POINT (-4027.7984294368116 6599.582287341141),1
POINT (-4029.006843744134 5620.860027569492),1
POINT (-4031.970699406911 5680.836164204302),10
POINT (-4041.233248773596 6552.190399396847),18
POINT (-405.55189318346135 5849.57203686528),4
POINT (-4050.4480968794396 5505.368957083411),14
POINT (-4050.482009647876 5021.353360771902),1
POINT (-4058.609920213049 5169.767445184374),18
POINT (-4059.4897139041973 5618.912279033105),1
POINT (-4061.8450328739036 6654.68699901611),6
POINT (-4062.2168899575945 6653.602325797264),4
POINT (-4074.885984570834 5087.873886877568),13
POINT (-4080.5818219912594 5432.230641142274),1
POINT (-4082.027384134608 5503.342090929863),11
POINT (-4082.113966624071 7403.398656687532),5
POINT (-4083.819513614072 6495.298877014566),14
POINT (-4090.133398781331 6606.230902959964),1
POINT (-410.0764968922995 1747.26222881083),3
POINT (-4103.419028947852 7311.367585130046),22
POINT (-4109.71055680257 5244.836252760056),12
POINT (-411.7126213828982 5292.926059038198),1
POINT (-4111.228124587779 6982.239843024943),15
POINT (-4114.371315827638 5745.267085235094),10
POINT (-4120.978123665163 7366.776355683984),16
POINT (-4122.285252459877 5026.712188257652),1
POINT (-4123.666488988295 5026.783697885753),1
POINT (-4123.8242575803015 7238.75889504783),1
POINT (-4124.192423540323 5649.194283054822),13
POINT (-4124.438691699915 5663.721962555144),5
POINT (-4128.045645961621 5674.338983626227),17
POINT (-4131.41409222454 7236.525633225643),1
POINT (-4132.1904973144765 7243.864469076153),1
POINT (-4133.765995634686 7246.681325401317),1
POINT (-4134.2864924654805 7410.603923315937),5
POINT (-4135.800162602709 5027.411884637129),1
POINT (-4135.811558220808 6904.144972265494),16
POINT (-4136.416495700393 5281.823377293267),10
POINT (-4137.022665588195 7249.366066007928),1
POINT (-4137.147501087863 7410.179130787083),5
POINT (-4138.639971743418 5464.111535592655),1
POINT (-4139.736243367651 7241.5718627246815),1
POINT (-4140.2234961215445 6885.94831581265),21
POINT (-4141.434603488931 7231.169409555084),1
POINT (-4142.12632014002 5675.5864106061545),10
POINT (-4142.470411364199 7232.391521561119),1
POINT (-4144.239218580868 6786.091440011666),1
POINT (-4144.870984494594 5082.987879204842),5
POINT (-4146.2875604928395 6810.8976009077205),1
POINT (-4146.8131533745545 6817.262720672861),1
POINT (-4146.8642688663695 7353.2836728142065),15
POINT (-4147.508474265042 5603.351724756825),1
POINT (-4147.878883496227 6830.169097638283),1
POINT (-4149.69504894554 7317.352813573793),16
POINT (-4149.797185986286 5460.883891589355),16
POINT (-4151.3958841605245 5028.219309162636),1
POINT (-4151.862516742671 5365.391522500269),2
POINT (-4153.509460342287 5469.427300552985),16
POINT (-4153.907771436503 5374.148073670765),3
POINT (-4158.119327793687 5366.141229999285),1
POINT (-4159.75601073128 5369.918330366932),1
POINT (-4160.659895584335 6888.9574647644),1
POINT (-4161.658284766696 5381.469375934151),2
POINT (-4162.3963644024125 5381.004949588862),2
POINT (-4162.596889059098 6976.507364522276),11
POINT (-4162.759116412003 6896.647857117492),1
POINT (-417.47700165725337 1656.308128492557),1
POINT (-417.50580539630477 1764.048197531049),5
POINT (-4172.493884800295 6931.497469683307),1
POINT (-4178.755445778288 5234.961352662549),18
POINT (-418.9720900376375 1655.9576747512951),1
POINT (-4184.4086495505 5813.142739444134),8
POINT (-4186.116125388006 6978.237688972616),1
POINT (-4187.037317688705 6981.3984560920235),1
POINT (-4189.978291989253 5030.216804579473),1
POINT (-4193.423350471243 5458.826685698136),1
POINT (-4195.676925595015 4897.511593308026),9
POINT (-4195.94017028859 4882.223905810497),16
POINT (-4196.159747418593 7017.12295586675),1
POINT (-4196.480509607843 4895.394159486577),24
POINT (-4198.081158064914 7055.709815421525),1
POINT (-4198.879224394219 7311.830867478834),3
POINT (-4198.9038294028 7072.231168332476),1
POINT (-4199.132711016929 7338.411972854481),2
POINT (-4199.1433175908305 5555.170642159958),27
POINT (-4199.30473845793 7243.501454508893),1
POINT (-4199.648892388058 7230.555725285007),1
POINT (-4199.818620963999 7224.171197917033),1
POINT (-4200.463767800479 7149.621907991477),1
POINT (-4200.46713771293 7159.877861048409),1
POINT (-4201.0204402863965 4891.392283841669),1
POINT (-4205.864676357434 4901.163152284308),9
POINT (-4220.201403279257 5010.085908859293),23
POINT (-4222.550188961516 5032.707527033301),1
POINT (-4223.478618255394 5501.047318320002),25
POINT (-4227.972595816516 5315.296143771051),15
POINT (-4230.049175257697 5080.401906209619),9
POINT (-4233.524480421785 5367.960831846991),9
POINT (-4239.719365074045 7055.2062989816795),16
POINT (-4244.861152826142 7230.152931939434),19
POINT (-4245.956547016307 7318.020226954494),12
POINT (-4248.819387006125 5788.522023451577),4
POINT (-4250.106202053015 5322.2509749126475),11
POINT (-4252.8301145641735 5265.662887136043),11
POINT (-426.6644812473655 1697.7513675583173),24
POINT (-426.98037908984446 3784.123924884153),1
POINT (-4266.458631132177 5036.264968656408),1
POINT (-4269.247756972058 5060.722786459932),10
POINT (-4290.910483457582 5011.0737019879425),10
POINT (-4295.645133552066 4891.172968322428),15
POINT (-4296.957747709195 5035.8057787267035),1
POINT (-4298.452610950827 5035.658765540712),1
POINT (-430.3662269508244 1751.7543151621858),8
POINT (-430.49050303807354 1653.2577200313178),1
POINT (-430.854164667396 3827.370624256997),1
POINT (-4300.938975440952 7416.998596554109),1
POINT (-4307.0687144620915 6674.080324564559),10
POINT (-4310.6205211837005 7422.912496765995),11
POINT (-4312.591345944544 7382.239009315075),1
POINT (-4313.3996057027 7621.616990910409),23
POINT (-4317.371034781835 5055.166850157187),17
POINT (-432.9572593420021 4234.580141450901),1
POINT (-4322.6246669923985 5063.426279452253),2
POINT (-4325.195738039542 5005.594829601602),15
POINT (-4326.018345568062 7592.440514065467),12
POINT (-4329.64969008691 5070.548374610194),18
POINT (-433.2796618299616 1770.770016461628),7
POINT (-4333.515968465038 7615.737312613843),13
POINT (-4336.655269771313 6593.426522625953),7
POINT (-434.43811461400503 3874.970539009232),1
POINT (-4344.171179961426 7514.790455585906),15
POINT (-4346.839661865945 5030.900113165244),1
POINT (-4346.941331569977 7385.358114978116),1
POINT (-4347.353246479461 7602.587584324485),1
POINT (-4349.309091776295 7213.541765056712),16
POINT (-4349.886551736498 7552.880411073998),1
POINT (-4351.305343845601 7419.828579350854),10
POINT (-4357.849771294017 7214.08067138873),4
POINT (-4358.880233143497 7565.133607923599),11
POINT (-436.3046057227951 5259.060541114311),21
POINT (-4363.619893688153 5028.494012250252),2
POINT (-4369.085396042212 4836.885105173833),16
POINT (-4373.855410403976 7616.6418731335725),9
POINT (-438.3092233851203 3895.771642265331),1
POINT (-4388.790597484053 7438.900167202743),1
POINT (-4398.2543834565 4637.204365012328),5
POINT (-4405.876968350579 7518.324883972582),12
POINT (-4411.485074700296 4851.5306770239795),11
POINT (-4416.7989619257205 7503.549114210993),1
POINT (-442.4532523883974 1701.7748890076932),12
POINT (-4425.640030585615 4645.90369996585),10
POINT (-4427.173188686196 4709.640992518525),11
POINT (-4428.791834410917 7538.537408091491),16
POINT (-4429.26166639244 4622.037001709063),10
POINT (-4431.071903516416 4986.187406538733),14
POINT (-4434.422104212888 7428.9951763507015),1
POINT (-4434.445745918704 4633.913400866676),7
POINT (-4434.874589912966 7542.97976303824),1
POINT (-4435.45076219274 5129.890834026021),9
POINT (-4436.017644082696 7441.489320527886),10
POINT (-4439.364570655227 7388.456588507835),2
POINT (-4440.967491126279 7506.096430807571),9
POINT (-4441.123700435095 7062.412570344279),20
POINT (-4442.101274676921 5127.662279902912),7
POINT (-4445.990440003654 4896.120899469506),10
POINT (-4447.537454306273 5154.656607367594),9
POINT (-4449.477643097176 7416.196113468578),8
POINT (-445.58215795302203 3943.0740617322763),3
POINT (-4464.252052854557 7388.0634565105465),1
POINT (-4465.5179970195 7053.175910801328),20
POINT (-4466.850669243726 5006.852189229719),2
POINT (-4468.76529093504 4842.357854474624),17
POINT (-4481.2224437813875 4834.3030347512395),1
POINT (-4485.176712325218 7602.587584324485),1
POINT (-449.3563117043773 4236.58276576688),1
POINT (-4491.610991038857 5127.064931972906),10
POINT (-4493.440588728231 4790.896518958078),13
POINT (-4493.87517195987 7603.890328314192),10
POINT (-4498.556931980856 4745.72483046643),9
POINT (-450.6975449667623 3977.719609036969),1
POINT (-4504.755304520494 4806.5017413951255),11
POINT (-4505.273766616215 7502.373779832186),20
POINT (-4505.818182471621 7075.035258933246),16
POINT (-4506.908302142971 5130.2781800456805),7
POINT (-4507.177101861951 7542.97976303824),1
POINT (-4507.892057542517 4987.942961995617),14
POINT (-4511.367673482791 4635.614282390129),4
POINT (-4512.5733070498145 5002.975418863895),2
POINT (-4512.776657169672 4805.689058320287),10
POINT (-4514.58528855778 7557.956102926287),18
POINT (-4516.012364699888 7423.657066568119),13
POINT (-452.16093775275687 3989.9925773844875),4
POINT (-452.7197687905406 5765.433597201812),16
POINT (-4522.657091775664 5064.876854695869),7
POINT (-4524.690918788527 4888.139820285211),10
POINT (-453.4124228004402 3622.937989505776),2
POINT (-4536.701141370416 7382.43399694381),1
POINT (-4540.301124396293 6985.010462454658),13
POINT (-4543.668605909104 7381.766824001611),1
POINT (-455.46794322846745 4017.727286696235),1
POINT (-4558.402779521822 5061.016193730946),15
POINT (-456.33824767475664 1395.2821634910958),1
POINT (-4563.112709301848 7141.287483966912),12
POINT (-4565.6827138156195 7005.636929989713),10
POINT (-4568.471573676515 7124.321407603188),11
POINT (-4569.767285060447 7091.210246676771),16
POINT (-4573.219385707392 7166.01434300447),17
POINT (-4573.459436358925 7347.185981322279),7
POINT (-4574.579557760531 7091.464803636176),1
POINT (-4574.588058437561 7362.077057098975),12
POINT (-4574.968826688322 7279.39539289574),19
POINT (-4575.351437489866 7601.6297381199865),8
POINT (-4575.355962850468 7098.803639486686),18
POINT (-4576.842600777946 7235.9920524275),11
POINT (-4578.54656742065 7518.832664638027),5
POINT (-4579.353296529987 7249.023730160305),11
POINT (-4580.138686257654 7008.662374002434),1
POINT (-4580.76151036574 7147.815350510802),6
POINT (-4582.39247860098 4827.97280298465),8
POINT (-4583.176447126485 4729.65080569796),8
POINT (-4584.18227926299 7063.426833077119),15
POINT (-4584.240032205744 7465.838494323158),16
POINT (-4584.690952728261 4730.935576222884),15
POINT (-4584.719945687293 4739.946539702664),1
POINT (-4584.755652123426 7255.346347655441),11
POINT (-4585.756029931874 7148.008826345725),7
POINT (-4586.54919027507 4800.050799355409),9
POINT (-4586.564778851952 4973.168822623007),13
POINT (-4586.735738478009 4825.654095360672),14
POINT (-4586.913610841385 7601.519028694648),7
POINT (-4588.788594815711 7076.2404077290485),2
POINT (-4591.633207720222 7521.247043630944),12
POINT (-4593.885964345719 7410.589215756412),16
POINT (-4594.189827172081 7162.874955028137),7
POINT (-4594.621089341681 4844.792221097786),6
POINT (-4595.432949602926 7155.395160505548),13
POINT (-4596.915260360124 4843.512232541971),14
POINT (-4597.345294446435 4632.743040664964),1
POINT (-4597.6533240783865 7069.886826197356),12
POINT (-46.656919104017646 5327.906567472792),17
POINT (-460.2394272864724 4059.0156192288246),2
POINT (-460.7419441829891 4839.358144808057),2
POINT (-4600.062111656344 4996.27411890603),11
POINT (-4600.671636552691 7599.163509369166),11
POINT (-4601.4574968595225 4645.288401941674),7
POINT (-4602.758597842296 7604.489701961552),1
POINT (-4603.5541335377675 7615.90258476738),8
POINT (-4605.514637748675 4638.831136460961),2
POINT (-461.92030171178703 4086.9642618205125),1
POINT (-4611.272672395495 4634.197392219182),1
POINT (-4614.557309860481 5147.32940254623),9
POINT (-462.6622847199611 4099.301541507947),1
POINT (-4624.193055070082 4701.081892642431),12
POINT (-463.3161343409744 5770.688394070507),1
POINT (-465.7493339369287 1398.3123022928),11
POINT (-466.27784170199845 5764.934341802078),7
POINT (-466.48598273493786 4769.625656121329),4
POINT (-468.34053784704383 4186.408745290582),4
POINT (-469.0733128028474 4853.0668824872155),2
POINT (-469.9148761177074 4208.54286658053),1
POINT (-470.44884605870436 4845.851834971396),3
POINT (-470.9455673303867 4223.033681381285),2
POINT (-471.31460839871494 5770.685051006932),10
POINT (-472.0282082169113 4238.254873130432),1
POINT (-474.0909044214035 5954.904809593169),16
POINT (-475.8177254300129 5261.416899715568),16
POINT (-481.413655253041 5297.849159916379),1
POINT (-483.6070831695373 5757.9034671816335),19
POINT (-485.3628417410773 4408.495089625616),3
POINT (-486.8098326528145 3554.8307586222463),1
POINT (-488.2202613527708 3564.765319418222),1
POINT (-488.63869886419866 3552.939734062483),2
POINT (-489.0138575823819 5657.990232815081),16
POINT (-489.1216259366818 3605.714794007839),4
